1207189440828|-1||debug||com.p6spy.engine.common.P6SpyOptions reloading properties
1207189440859|-1||info||Using properties file: spy.properties
1207189440859|-1||info||No value in environment for: getDeregisterDrivers, using: false
1207189440859|-1||info||No value in environment for: getUsePrefix, using: false
1207189440859|-1||info||No value in environment for: getExecutionThreshold, using: 0
1207189440859|-1||info||No value in environment for: getAutoflush, using: true
1207189440859|-1||info||No value in environment for: getExclude, using: 
1207189440859|-1||info||No value in environment for: getExcludecategories, using: info,debug,result,batch
1207189440859|-1||info||No value in environment for: getInclude, using: 
1207189440859|-1||info||No value in environment for: getIncludecategories, using: 
1207189440859|-1||info||No value in environment for: getLogfile, using: spy.log
1207189440859|-1||info||No value in environment for: getAppender, using: com.p6spy.engine.logging.appender.FileLogger
1207189440859|-1||info||No value in environment for: getRealdriver, using: com.mysql.jdbc.Driver
1207189440859|-1||info||No value in environment for: getRealdriver2, using: 
1207189440859|-1||info||No value in environment for: getRealdriver3, using: 
1207189440859|-1||info||No value in environment for: getAppend, using: true
1207189440859|-1||info||No value in environment for: getSpydriver, using: com.p6spy.engine.spy.P6SpyDriver
1207189440859|-1||info||No value in environment for: getDateformat, using: 
1207189440859|-1||info||No value in environment for: getDateformatter, using: null
1207189440859|-1||info||No value in environment for: getStringmatcher, using: com.p6spy.engine.common.SubstringMatcher
1207189440859|-1||info||No value in environment for: getStringMatcherEngine, using: com.p6spy.engine.common.SubstringMatcher@95fd19
1207189440859|-1||info||No value in environment for: getStackTraceClass, using: 
1207189440859|-1||info||No value in environment for: getSQLExpression, using: null
1207189440859|-1||info||No value in environment for: getReloadProperties, using: false
1207189440859|-1||info||No value in environment for: getReloadPropertiesInterval, using: 60
1207189440859|-1||info||No value in environment for: getJNDIContextFactory, using: null
1207189440859|-1||info||No value in environment for: getJNDIContextProviderURL, using: null
1207189440859|-1||info||No value in environment for: getJNDIContextCustom, using: null
1207189440859|-1||info||No value in environment for: getRealDataSource, using: null
1207189440859|-1||info||No value in environment for: getRealDataSourceClass, using: null
1207189440859|-1||info||No value in environment for: getRealDataSourceProperties, using: null
1207189440859|-1||info||No value in environment for: getStackTrace, using: false
1207189440859|-1||info||No value in environment for: getFilter, using: false
1207189441578|16|0|statement||delete from user_site
1207189441578|0|0|statement||delete from user_role
1207189441578|0|0|statement||delete from role_site_privilage
1207189441578|0|0|statement||delete from role_site
1207189441578|0|0|statement||delete from role_privilage
1207189441578|0|0|statement||delete from module_function
1207189441578|0|0|statement||delete from descriptor
1207189441578|0|0|statement||delete from backend_user
